Site,SiteTown,Date,Time,Recorders,Temperature_°C,Humidity_%,Rain,Cloud_cover_%,Wind,Transect_ID,Latitude,Longitude,Site_type,Section,WFMeadow%,Amenity_grass%,Woodland%,Scrub%,Ornamental%,Herbal%,Semi-improved_grassland,Rough_grassland%,Concrete%,Plant_species,Pollinator_species_sample_code,Notes,Species_Order,Species_Family,Habitat_type,Functional_morphotypes,Broad_group
MS1,Saltash,21/06/2022,14:45,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,7,0,40,0,0,60,0,0,0,0,Centaurea_scabiosa,Stenotus_binotatus,,Hemiptera,Miridae,Ornamental_herb,Bugs,Bugs
MS1,Saltash,21/06/2022,14:46,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,7,0,40,0,0,60,0,0,0,0,Centaurea_scabiosa,Stenotus_binotatus,,Hemiptera,Miridae,Ornamental_herb,Bugs,Bugs
MS1,Saltash,21/06/2022,14:47,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,7,0,40,0,0,60,0,0,0,0,Centaurea_scabiosa,Stenotus_binotatus,,Hemiptera,Miridae,Ornamental_herb,Bugs,Bugs
MS1,Saltash,21/06/2022,14:48,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,7,0,40,0,0,60,0,0,0,0,Centaurea_scabiosa,Stenotus_binotatus,,Hemiptera,Miridae,Ornamental_herb,Bugs,Bugs
MS1,Saltash,21/06/2022,14:49,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,7,0,40,0,0,60,0,0,0,0,Centaurea_scabiosa,Stenotus_binotatus,,Hemiptera,Miridae,Ornamental_herb,Bugs,Bugs
MS1,Saltash,21/06/2022,14:50,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,7,0,40,0,0,60,0,0,0,0,Centaurea_scabiosa,Stenotus_binotatus,,Hemiptera,Miridae,Ornamental_herb,Bugs,Bugs
MS1,Saltash,21/06/2022,14:51,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,7,0,40,0,0,60,0,0,0,0,Centaurea_scabiosa,Stenotus_binotatus,,Hemiptera,Miridae,Ornamental_herb,Bugs,Bugs
MS1,Saltash,21/06/2022,14:52,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,7,0,40,0,0,60,0,0,0,0,Centaurea_scabiosa,Stenotus_binotatus,,Hemiptera,Miridae,Ornamental_herb,Bugs,Bugs
MS1,Saltash,21/06/2022,14:53,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,7,0,40,0,0,60,0,0,0,0,Centaurea_scabiosa,Bombus_lapidarius,,Hymenoptera,Apidae,Ornamental_herb,Bumblebees,Bees
MS1,Saltash,21/06/2022,14:54,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,7,0,40,0,0,60,0,0,0,0,Centaurea_scabiosa,Bombus_lapidarius,,Hymenoptera,Apidae,Ornamental_herb,Bumblebees,Bees
MS1,Saltash,21/06/2022,14:56,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,7,0,40,0,0,60,0,0,0,0,Centaurea_scabiosa,White/Buff_Tailed_Bumblebee,,Hymenoptera,Apidae,Ornamental_herb,Bumblebees,Bees
MS1,Saltash,21/06/2022,14:57,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,7,0,40,0,0,60,0,0,0,0,Centaurea_scabiosa,White/Buff_Tailed_Bumblebee,,Hymenoptera,Apidae,Ornamental_herb,Bumblebees,Bees
MS1,Saltash,21/06/2022,14:58,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,7,0,40,0,0,60,0,0,0,0,Centaurea_scabiosa,White/Buff_Tailed_Bumblebee,,Hymenoptera,Apidae,Ornamental_herb,Bumblebees,Bees
MS1,Saltash,21/06/2022,14:44,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,7,0,40,0,0,60,0,0,0,0,Centaurea_scabiosa,Oedemera_nobilis,,Coleoptera,Oedemeridae,Ornamental_herb,Coleoptera,Beetles
MS1,Saltash,21/06/2022,14:28,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,6,0,40,0,0,0,60,0,0,0,Centaurea_scabiosa,Bombus_lapidarius,,Hymenoptera,Apidae,Ornamental_herb,Bumblebees,Bees
MS1,Saltash,21/06/2022,14:26,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,6,0,40,0,0,0,60,0,0,0,Centaurea_scabiosa,White/Buff_Tailed_Bumblebee,,Hymenoptera,Apidae,Ornamental_herb,Bumblebees,Bees
MS1,Saltash,21/06/2022,14:42,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,6,0,40,0,0,0,60,0,0,0,Salvia_officinalis,Bombus_hortorum,,Hymenoptera,Apidae,Ornamental_herb,Bumblebees,Bees
MS1,Saltash,21/06/2022,14:43,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,6,0,40,0,0,0,60,0,0,0,Salvia_officinalis,Bombus_hortorum,,Hymenoptera,Apidae,Ornamental_herb,Bumblebees,Bees
MS1,Saltash,21/06/2022,14:40,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,6,0,40,0,0,0,60,0,0,0,Salvia_officinalis,Bombus_pascuorum,,Hymenoptera,Apidae,Ornamental_herb,Bumblebees,Bees
MS1,Saltash,21/06/2022,14:39,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,6,0,40,0,0,0,60,0,0,0,Sisymbrium_orientale,Bombus_lapidarius,,Hymenoptera,Apidae,Ornamental_herb,Bumblebees,Bees
MS1,Saltash,21/06/2022,14:30,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,6,0,40,0,0,0,60,0,0,0,Centaurea_scabiosa,Episyrphus_balteatus,,Diptera,Syrphidae,Ornamental_herb,Syrphidae,Flies
MS1,Saltash,21/06/2022,14:41,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,6,0,40,0,0,0,60,0,0,0,Salvia_officinalis,Melangyna_spp.,,Diptera,Syrphidae,Ornamental_herb,Syrphidae,Flies
MS1,Saltash,21/06/2022,14:19,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,3,10,40,0,0,0,0,0,50,0,Leucanthemum_vulgare,Brassicogethes_aeneus,,Coleoptera,Nitidulidae,Planted_Wildflower,Coleoptera,Beetles
MS1,Saltash,21/06/2022,14:20,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,3,10,40,0,0,0,0,0,50,0,Leucanthemum_vulgare,Brassicogethes_aeneus,,Coleoptera,Nitidulidae,Planted_Wildflower,Coleoptera,Beetles
MS1,Saltash,21/06/2022,14:17,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,1,70,30,0,0,0,0,0,0,0,Leucanthemum_vulgare,Oedemera_nobilis,,Coleoptera,Oedemeridae,Planted_Wildflower,Coleoptera,Beetles
MS1,Saltash,21/06/2022,14:15,Olly,22,55,0,0-25,Light_breeze,1,50.4095429,-4.2173911,Restored,1,70,30,0,0,0,0,0,0,0,Leucanthemum_vulgare,Musca_osiris,,Diptera,Muscidae,Planted_Wildflower,Other_flies,Flies
MS1,Saltash,21/06/2022,14:16,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,1,70,30,0,0,0,0,0,0,0,Leucanthemum_vulgare,Lasioglossum_calceatum,,Hymenoptera,Halictidae,Planted_Wildflower,Solitary_bees,Bees
MS1,Saltash,21/06/2022,15:02,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,7,0,40,0,0,60,0,0,0,0,Sonchus_asper,Brassicogethes_aeneus,,Coleoptera,Nitidulidae,Wildflower,Coleoptera,Beetles
MS1,Saltash,21/06/2022,14:24,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,4,30,30,0,0,0,0,0,15,25,Ranunculus_arvensis,Brassicogethes_aeneus,,Coleoptera,Nitidulidae,Wildflower,Coleoptera,Beetles
MS1,Saltash,21/06/2022,14:18,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,2,0,20,0,30,0,0,0,50,0,0,0,0,0,0,,,
MS2,Saltash,21/06/2022,17:20,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,6,0,100,0,0,0,0,0,0,0,0,0,0,0,0,Amenity,,
MS2,Saltash,21/06/2022,17:21,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,7,0,100,0,0,0,0,0,0,0,0,0,0,0,0,Amenity,,
MS2,Saltash,21/06/2022,17:22,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,8,0,100,0,0,0,0,0,0,0,0,0,0,0,0,Amenity,,
MS2,Saltash,21/06/2022,17:23,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,9,0,100,0,0,0,0,0,0,0,0,0,0,0,0,Amenity,,
MS2,Saltash,21/06/2022,17:24,Olly,22,55,0,0-25,Light_breeze,1,50.4095092,-4.2228162,Restored,10,0,100,0,0,0,0,0,0,0,0,0,0,0,0,Amenity,,
MS2,Saltash,21/06/2022,17:04,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,1,100,0,0,0,0,0,0,0,0,Trifolium_repens,White/Buff_Tailed_Bumblebee,,Hymenoptera,Apidae,Amenity,Bumblebees,Bees
MS2,Saltash,21/06/2022,17:05,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,1,100,0,0,0,0,0,0,0,0,Trifolium_repens,White/Buff_Tailed_Bumblebee,,Hymenoptera,Apidae,Amenity,Bumblebees,Bees
MS2,Saltash,21/06/2022,17:08,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,2,0,0,0,0,0,0,0,50,50,Trifolium_repens,White/Buff_Tailed_Bumblebee,,Hymenoptera,Apidae,Amenity,Bumblebees,Bees
MS2,Saltash,21/06/2022,17:11,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,3,0,30,0,0,30,0,0,30,10,Escallonia_rubra,Apis_mellifera,,Hymenoptera,Apidae,Ornamental_herb,Apis_mellifera,Bees
MS2,Saltash,21/06/2022,17:12,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,3,0,30,0,0,30,0,0,30,10,Escallonia_rubra,Apis_mellifera,,Hymenoptera,Apidae,Ornamental_herb,Apis_mellifera,Bees
MS2,Saltash,21/06/2022,17:09,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,3,0,30,0,0,30,0,0,30,10,Escallonia_rubra,White/Buff_Tailed_Bumblebee,,Hymenoptera,Apidae,Ornamental_herb,Bumblebees,Bees
MS2,Saltash,21/06/2022,17:10,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,3,0,30,0,0,30,0,0,30,10,Escallonia_rubra,White/Buff_Tailed_Bumblebee,,Hymenoptera,Apidae,Ornamental_herb,Bumblebees,Bees
MS2,Saltash,21/06/2022,17:13,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,3,0,30,0,0,30,0,0,30,10,Rosa_rubiginosa,White/Buff_Tailed_Bumblebee,,Hymenoptera,Apidae,Ornamental_herb,Bumblebees,Bees
MS2,Saltash,21/06/2022,17:14,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,3,0,30,0,0,30,0,0,30,10,Rosa_rubiginosa,White/Buff_Tailed_Bumblebee,,Hymenoptera,Apidae,Ornamental_herb,Bumblebees,Bees
MS2,Saltash,21/06/2022,17:07,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,1,100,0,0,0,0,0,0,0,0,Centaurea_nigra,Bombus_lapidarius,,Hymenoptera,Apidae,Planted_Wildflower,Bumblebees,Bees
MS2,Saltash,21/06/2022,16:50,Olly,22,55,0,0-25,Light_breeze,1,50.4086203,-4.2225966,Restored,1,100,0,0,0,0,0,0,0,0,Leucanthemum_vulgare,Brassicogethes_aeneus,,Coleoptera,Nitidulidae,Planted_Wildflower,Coleoptera,Beetles
MS2,Saltash,21/06/2022,16:51,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,1,100,0,0,0,0,0,0,0,0,Leucanthemum_vulgare,Brassicogethes_aeneus,,Coleoptera,Nitidulidae,Planted_Wildflower,Coleoptera,Beetles
MS2,Saltash,21/06/2022,16:52,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,1,100,0,0,0,0,0,0,0,0,Leucanthemum_vulgare,Brassicogethes_aeneus,,Coleoptera,Nitidulidae,Planted_Wildflower,Coleoptera,Beetles
MS2,Saltash,21/06/2022,16:53,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,1,100,0,0,0,0,0,0,0,0,Leucanthemum_vulgare,Brassicogethes_aeneus,,Coleoptera,Nitidulidae,Planted_Wildflower,Coleoptera,Beetles
MS2,Saltash,21/06/2022,16:54,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,1,100,0,0,0,0,0,0,0,0,Leucanthemum_vulgare,Brassicogethes_aeneus,,Coleoptera,Nitidulidae,Planted_Wildflower,Coleoptera,Beetles
MS2,Saltash,21/06/2022,16:55,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,1,100,0,0,0,0,0,0,0,0,Leucanthemum_vulgare,Brassicogethes_aeneus,,Coleoptera,Nitidulidae,Planted_Wildflower,Coleoptera,Beetles
MS2,Saltash,21/06/2022,16:56,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,1,100,0,0,0,0,0,0,0,0,Leucanthemum_vulgare,Brassicogethes_aeneus,,Coleoptera,Nitidulidae,Planted_Wildflower,Coleoptera,Beetles
MS2,Saltash,21/06/2022,16:57,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,1,100,0,0,0,0,0,0,0,0,Leucanthemum_vulgare,Brassicogethes_aeneus,,Coleoptera,Nitidulidae,Planted_Wildflower,Coleoptera,Beetles
MS2,Saltash,21/06/2022,17:01,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,1,100,0,0,0,0,0,0,0,0,Leucanthemum_vulgare,Rhagonycha_fulva,,Coleoptera,Cantharidae,Planted_Wildflower,Coleoptera,Beetles
MS2,Saltash,21/06/2022,17:02,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,1,100,0,0,0,0,0,0,0,0,Leucanthemum_vulgare,Rhagonycha_fulva,,Coleoptera,Cantharidae,Planted_Wildflower,Coleoptera,Beetles
MS2,Saltash,21/06/2022,17:03,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,1,100,0,0,0,0,0,0,0,0,Leucanthemum_vulgare,Rhagonycha_fulva,,Coleoptera,Cantharidae,Planted_Wildflower,Coleoptera,Beetles
MS2,Saltash,21/06/2022,17:06,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,1,100,0,0,0,0,0,0,0,0,Leucanthemum_vulgare,Empis_femorata,,Diptera,Empididae,Planted_Wildflower,Other_flies,Flies
MS2,Saltash,21/06/2022,17:16,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,4,0,50,0,0,0,0,0,30,20,Leucanthemum_vulgare,Hylemya_spp.,,Diptera,Anthomyiidae,Planted_Wildflower,Other_flies,Flies
MS2,Saltash,21/06/2022,17:17,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,4,0,50,0,0,0,0,0,30,20,Leucanthemum_vulgare,Hylemya_spp.,,Diptera,Anthomyiidae,Planted_Wildflower,Other_flies,Flies
MS2,Saltash,21/06/2022,16:58,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,1,100,0,0,0,0,0,0,0,0,Leucanthemum_vulgare,Lasioglossum_morio_group,,Hymenoptera,Halictidae,Planted_Wildflower,Solitary_bees,Bees
MS2,Saltash,21/06/2022,16:59,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,1,100,0,0,0,0,0,0,0,0,Leucanthemum_vulgare,Lasioglossum_morio_group,,Hymenoptera,Halictidae,Planted_Wildflower,Solitary_bees,Bees
MS2,Saltash,21/06/2022,17:00,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,1,100,0,0,0,0,0,0,0,0,Leucanthemum_vulgare,Lasioglossum_morio_group,,Hymenoptera,Halictidae,Planted_Wildflower,Solitary_bees,Bees
MS2,Saltash,21/06/2022,17:15,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,4,0,50,0,0,0,0,0,30,20,Leucanthemum_vulgare,Cheilosia_illustrata,,Diptera,Syrphidae,Planted_Wildflower,Syrphidae,Flies
MS2,Saltash,21/06/2022,17:18,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,4,0,50,0,0,0,0,0,30,20,Ranunculus_arvensis,Hylemya_spp.,,Diptera,Anthomyiidae,Wildflower,Other_flies,Flies
MS2,Saltash,21/06/2022,17:19,Olly,22,55,0,0-25,Light_breeze,1,,,Restored,5,0,50,0,0,0,0,0,0,50,0,0,0,0,0,,,
UR1,Saltash,21/06/2022,15:49,Olly,22,55,0,0-25,Light_breeze,1,,,Unrestored,2,0,100,0,0,0,0,0,0,0,Trifolium_repens,Apis_mellifera,,Hymenoptera,Apidae,Amenity,Apis_mellifera,Bees
UR1,Saltash,21/06/2022,15:51,Olly,22,55,0,0-25,Light_breeze,1,,,Unrestored,3,0,100,0,0,0,0,0,0,0,Trifolium_repens,Apis_mellifera,,Hymenoptera,Apidae,Amenity,Apis_mellifera,Bees
UR1,Saltash,21/06/2022,15:52,Olly,22,55,0,0-25,Light_breeze,1,,,Unrestored,3,0,100,0,0,0,0,0,0,0,Trifolium_repens,Apis_mellifera,,Hymenoptera,Apidae,Amenity,Apis_mellifera,Bees
UR1,Saltash,21/06/2022,15:53,Olly,22,55,0,0-25,Light_breeze,1,,,Unrestored,3,0,100,0,0,0,0,0,0,0,Trifolium_repens,Apis_mellifera,,Hymenoptera,Apidae,Amenity,Apis_mellifera,Bees
UR1,Saltash,21/06/2022,15:55,Olly,22,55,0,0-25,Light_breeze,1,,,Unrestored,4,0,100,0,0,0,0,0,0,0,Trifolium_repens,Apis_mellifera,,Hymenoptera,Apidae,Amenity,Apis_mellifera,Bees
UR1,Saltash,21/06/2022,15:56,Olly,22,55,0,0-25,Light_breeze,1,,,Unrestored,4,0,100,0,0,0,0,0,0,0,Trifolium_repens,Apis_mellifera,,Hymenoptera,Apidae,Amenity,Apis_mellifera,Bees
UR1,Saltash,21/06/2022,15:59,Olly,22,55,0,0-25,Light_breeze,1,,,Unrestored,5,0,100,0,0,0,0,0,0,0,Trifolium_repens,Apis_mellifera,,Hymenoptera,Apidae,Amenity,Apis_mellifera,Bees
UR1,Saltash,21/06/2022,16:01,Olly,22,55,0,0-25,Light_breeze,1,,,Unrestored,6,0,100,0,0,0,0,0,0,0,Trifolium_repens,Apis_mellifera,,Hymenoptera,Apidae,Amenity,Apis_mellifera,Bees
UR1,Saltash,21/06/2022,16:02,Olly,22,55,0,0-25,Light_breeze,1,,,Unrestored,7,0,100,0,0,0,0,0,0,0,Trifolium_repens,Apis_mellifera,,Hymenoptera,Apidae,Amenity,Apis_mellifera,Bees
UR1,Saltash,21/06/2022,16:03,Olly,22,55,0,0-25,Light_breeze,1,,,Unrestored,8,0,100,0,0,0,0,0,0,0,Trifolium_repens,Apis_mellifera,,Hymenoptera,Apidae,Amenity,Apis_mellifera,Bees
UR1,Saltash,21/06/2022,16:05,Olly,22,55,0,0-25,Light_breeze,1,,,Unrestored,9,0,100,0,0,0,0,0,0,0,Trifolium_repens,Apis_mellifera,,Hymenoptera,Apidae,Amenity,Apis_mellifera,Bees
UR1,Saltash,21/06/2022,16:06,Olly,22,55,0,0-25,Light_breeze,1,,,Unrestored,9,0,100,0,0,0,0,0,0,0,Trifolium_repens,Apis_mellifera,,Hymenoptera,Apidae,Amenity,Apis_mellifera,Bees
UR1,Saltash,21/06/2022,16:07,Olly,22,55,0,0-25,Light_breeze,1,,,Unrestored,9,0,100,0,0,0,0,0,0,0,Trifolium_repens,Apis_mellifera,,Hymenoptera,Apidae,Amenity,Apis_mellifera,Bees
UR1,Saltash,21/06/2022,16:08,Olly,22,55,0,0-25,Light_breeze,1,,,Unrestored,10,0,100,0,0,0,0,0,0,0,Trifolium_repens,Apis_mellifera,,Hymenoptera,Apidae,Amenity,Apis_mellifera,Bees
UR1,Saltash,21/06/2022,16:09,Olly,22,55,0,0-25,Light_breeze,1,50.4035743,-4.2213149,Unrestored,10,0,100,0,0,0,0,0,0,0,Trifolium_repens,Apis_mellifera,,Hymenoptera,Apidae,Amenity,Apis_mellifera,Bees
UR1,Saltash,21/06/2022,15:50,Olly,22,55,0,0-25,Light_breeze,1,,,Unrestored,2,0,100,0,0,0,0,0,0,0,Trifolium_repens,Bombus_lapidarius,,Hymenoptera,Apidae,Amenity,Bumblebees,Bees
UR1,Saltash,21/06/2022,15:58,Olly,22,55,0,0-25,Light_breeze,1,,,Unrestored,5,0,100,0,0,0,0,0,0,0,Trifolium_repens,Bombus_lapidarius,,Hymenoptera,Apidae,Amenity,Bumblebees,Bees
UR1,Saltash,21/06/2022,15:48,Olly,22,55,0,0-25,Light_breeze,1,,,Unrestored,1,0,90,0,0,0,0,0,10,0,Trifolium_repens,White/Buff_Tailed_Bumblebee,,Hymenoptera,Apidae,Amenity,Bumblebees,Bees
UR1,Saltash,21/06/2022,15:54,Olly,22,55,0,0-25,Light_breeze,1,,,Unrestored,4,0,100,0,0,0,0,0,0,0,Trifolium_repens,White/Buff_Tailed_Bumblebee,,Hymenoptera,Apidae,Amenity,Bumblebees,Bees
UR1,Saltash,21/06/2022,15:57,Olly,22,55,0,0-25,Light_breeze,1,,,Unrestored,5,0,100,0,0,0,0,0,0,0,Trifolium_repens,White/Buff_Tailed_Bumblebee,,Hymenoptera,Apidae,Amenity,Bumblebees,Bees
UR1,Saltash,21/06/2022,16:00,Olly,22,55,0,0-25,Light_breeze,1,,,Unrestored,6,0,100,0,0,0,0,0,0,0,Trifolium_repens,White/Buff_Tailed_Bumblebee,,Hymenoptera,Apidae,Amenity,Bumblebees,Bees
UR1,Saltash,21/06/2022,16:04,Olly,22,55,0,0-25,Light_breeze,1,,,Unrestored,9,0,100,0,0,0,0,0,0,0,Trifolium_repens,White/Buff_Tailed_Bumblebee,,Hymenoptera,Apidae,Amenity,Bumblebees,Bees
UR1,Saltash,21/06/2022,15:45,Olly,22,55,0,0-25,Light_breeze,1,50.403575,-4.2199286,Unrestored,1,0,90,0,0,0,0,0,10,0,Rubus_fruticosus_agg,Apis_mellifera,,Hymenoptera,Apidae,Wildflower,Apis_mellifera,Bees
UR1,Saltash,21/06/2022,15:46,Olly,22,55,0,0-25,Light_breeze,1,,,Unrestored,1,0,90,0,0,0,0,0,10,0,Rubus_fruticosus_agg,Apis_mellifera,,Hymenoptera,Apidae,Wildflower,Apis_mellifera,Bees
UR1,Saltash,21/06/2022,15:47,Olly,22,55,0,0-25,Light_breeze,1,,,Unrestored,1,0,90,0,0,0,0,0,10,0,Rubus_fruticosus_agg,Apis_mellifera,,Hymenoptera,Apidae,Wildflower,Apis_mellifera,Bees
UR2,Saltash,21/06/2022,17:57,Olly,21,55,0,0-25,Light_breeze,1,,,Unrestored,2,0,100,0,0,0,0,0,0,0,Trifolium_repens,Apis_mellifera,,Hymenoptera,Apidae,Amenity,Apis_mellifera,Bees
UR2,Saltash,21/06/2022,17:58,Olly,21,55,0,0-25,Light_breeze,1,,,Unrestored,2,0,100,0,0,0,0,0,0,0,Trifolium_repens,Apis_mellifera,,Hymenoptera,Apidae,Amenity,Apis_mellifera,Bees
UR2,Saltash,21/06/2022,17:59,Olly,21,55,0,0-25,Light_breeze,1,,,Unrestored,2,0,100,0,0,0,0,0,0,0,Trifolium_repens,Apis_mellifera,,Hymenoptera,Apidae,Amenity,Apis_mellifera,Bees
UR2,Saltash,21/06/2022,18:01,Olly,21,55,0,0-25,Light_breeze,1,,,Unrestored,3,0,100,0,0,0,0,0,0,0,Trifolium_repens,Apis_mellifera,,Hymenoptera,Apidae,Amenity,Apis_mellifera,Bees
UR2,Saltash,21/06/2022,18:02,Olly,21,55,0,0-25,Light_breeze,1,,,Unrestored,3,0,100,0,0,0,0,0,0,0,Trifolium_repens,Apis_mellifera,,Hymenoptera,Apidae,Amenity,Apis_mellifera,Bees
UR2,Saltash,21/06/2022,18:03,Olly,21,55,0,0-25,Light_breeze,1,,,Unrestored,3,0,100,0,0,0,0,0,0,0,Trifolium_repens,Apis_mellifera,,Hymenoptera,Apidae,Amenity,Apis_mellifera,Bees
UR2,Saltash,21/06/2022,18:11,Olly,21,55,0,0-25,Light_breeze,1,,,Unrestored,5,0,100,0,0,0,0,0,0,0,Trifolium_repens,Apis_mellifera,,Hymenoptera,Apidae,Amenity,Apis_mellifera,Bees
UR2,Saltash,21/06/2022,18:12,Olly,21,55,0,0-25,Light_breeze,1,,,Unrestored,5,0,100,0,0,0,0,0,0,0,Trifolium_repens,Apis_mellifera,,Hymenoptera,Apidae,Amenity,Apis_mellifera,Bees
UR2,Saltash,21/06/2022,18:14,Olly,21,55,0,0-25,Light_breeze,1,,,Unrestored,6,0,100,0,0,0,0,0,0,0,Trifolium_repens,Apis_mellifera,,Hymenoptera,Apidae,Amenity,Apis_mellifera,Bees
UR2,Saltash,21/06/2022,18:15,Olly,21,55,0,0-25,Light_breeze,1,,,Unrestored,6,0,100,0,0,0,0,0,0,0,Trifolium_repens,Apis_mellifera,,Hymenoptera,Apidae,Amenity,Apis_mellifera,Bees
UR2,Saltash,21/06/2022,18:16,Olly,21,55,0,0-25,Light_breeze,1,,,Unrestored,7,0,100,0,0,0,0,0,0,0,Trifolium_repens,Apis_mellifera,,Hymenoptera,Apidae,Amenity,Apis_mellifera,Bees
UR2,Saltash,21/06/2022,18:22,Olly,21,55,0,0-25,Light_breeze,1,,,Unrestored,9,0,100,0,0,0,0,0,0,0,Trifolium_repens,Apis_mellifera,,Hymenoptera,Apidae,Amenity,Apis_mellifera,Bees
UR2,Saltash,21/06/2022,18:23,Olly,21,55,0,0-25,Light_breeze,1,,,Unrestored,9,0,100,0,0,0,0,0,0,0,Trifolium_repens,Apis_mellifera,,Hymenoptera,Apidae,Amenity,Apis_mellifera,Bees
UR2,Saltash,21/06/2022,17:55,Olly,21,55,0,0-25,Light_breeze,1,50.4125742,-4.2392672,Unrestored,1,0,100,0,0,0,0,0,0,0,Trifolium_repens,Bombus_lapidarius,,Hymenoptera,Apidae,Amenity,Bumblebees,Bees
UR2,Saltash,21/06/2022,17:56,Olly,21,55,0,0-25,Light_breeze,1,,,Unrestored,2,0,100,0,0,0,0,0,0,0,Trifolium_repens,Bombus_lapidarius,,Hymenoptera,Apidae,Amenity,Bumblebees,Bees
UR2,Saltash,21/06/2022,18:04,Olly,21,55,0,0-25,Light_breeze,1,,,Unrestored,4,0,100,0,0,0,0,0,0,0,Trifolium_repens,Bombus_lapidarius,,Hymenoptera,Apidae,Amenity,Bumblebees,Bees
UR2,Saltash,21/06/2022,18:05,Olly,21,55,0,0-25,Light_breeze,1,,,Unrestored,4,0,100,0,0,0,0,0,0,0,Trifolium_repens,Bombus_lapidarius,,Hymenoptera,Apidae,Amenity,Bumblebees,Bees
UR2,Saltash,21/06/2022,18:06,Olly,21,55,0,0-25,Light_breeze,1,,,Unrestored,4,0,100,0,0,0,0,0,0,0,Trifolium_repens,Bombus_lapidarius,,Hymenoptera,Apidae,Amenity,Bumblebees,Bees
UR2,Saltash,21/06/2022,18:07,Olly,21,55,0,0-25,Light_breeze,1,,,Unrestored,4,0,100,0,0,0,0,0,0,0,Trifolium_repens,Bombus_lapidarius,,Hymenoptera,Apidae,Amenity,Bumblebees,Bees
UR2,Saltash,21/06/2022,18:08,Olly,21,55,0,0-25,Light_breeze,1,,,Unrestored,5,0,100,0,0,0,0,0,0,0,Trifolium_repens,Bombus_lapidarius,,Hymenoptera,Apidae,Amenity,Bumblebees,Bees
UR2,Saltash,21/06/2022,18:09,Olly,21,55,0,0-25,Light_breeze,1,,,Unrestored,5,0,100,0,0,0,0,0,0,0,Trifolium_repens,Bombus_lapidarius,,Hymenoptera,Apidae,Amenity,Bumblebees,Bees
