"study_ID","title","abstract","doi","author","year","journal","full_text","pollinator_match","flower_match","outcome_match"
439,"Aboveground and belowground biodiversity responses to seed mixtures and mowing in a long-term set-aside experiment","Set-asides sown to wildflowers are introduced to promote agrobiodiversity. Often, sown seed mixtures have been used to enhance aboveground biodiversity while belowground biodiversity has received less attention. We studied in a 15-year-old set-aside experiment, the impact of seed mixtures (grass vs. meadow) and mowing (mown vs. unmown) on the abundance and diversity of plants, two aboveground invertebrate groups (pollinators and natural enemies of pest species) and one key belowground group, earthworms. We also studied the treatment effects on selected soil chemical properties. In general, a sown meadow seed mixture mostly benefitted aboveground biodiversity, whereas the impacts of late-season mowing were most discernible for earthworms. Plant species richness or coverage did not differ between seed mixtures, but plant coverage showed a positive response to mowing, while the impact on species richness was minor. The meadow seed mixture was dominated by Centaurea jacea. A non-mown meadow treatment supported the highest earthworm density and species richness, while the values were lowest in the mown meadow, where earthworm total mass was also at its lowest. In a grass seed mixture of intermediate density and richness, the mowing had no measurable effect on the earthworm community. Topsoil carbon, nitrogen and soluble phosphorus concentrations showed a typical gradient for noninverted soils, with the highest concentrations in the 0-2.5 cm layer. The two uppermost soil layers (to 5 cm depth) had higher soluble phosphorus content under grass than under meadow seed mixture. Abundance of natural enemies of pests was not significantly different between the treatments, but for carabids there was a marginally significant positive response to mowing. Bumblebee species richness and the abundance of bumblebees and honeybees were highest in the mown meadow seed mixture plots. Butterfly species richness was marginally significantly higher in mown than in non-mown treatments in both seed mixtures. The results showed the potential of set-asides to promote both aboveground and belowground biodiversity through increased plant diversity.","10.1016/j.agee.2021.107656","Hyvonen, Terho (terho.hyvonen@luke.fi) and Huusela, Erja and Kuussaari, Mikko and Niemi, Mari and Uusitalo, Risto and Nuutinen, Visa",2021,"AGRICULTURE ECOSYSTEMS & ENVIRONMENT","Aboveground and belowground biodiversity responses to seed mixtures and mowing in a long-term set-aside experiment Set-asides sown to wildflowers are introduced to promote agrobiodiversity. Often, sown seed mixtures have been used to enhance aboveground biodiversity while belowground biodiversity has received less attention. We studied in a 15-year-old set-aside experiment, the impact of seed mixtures (grass vs. meadow) and mowing (mown vs. unmown) on the abundance and diversity of plants, two aboveground invertebrate groups (pollinators and natural enemies of pest species) and one key belowground group, earthworms. We also studied the treatment effects on selected soil chemical properties. In general, a sown meadow seed mixture mostly benefitted aboveground biodiversity, whereas the impacts of late-season mowing were most discernible for earthworms. Plant species richness or coverage did not differ between seed mixtures, but plant coverage showed a positive response to mowing, while the impact on species richness was minor. The meadow seed mixture was dominated by Centaurea jacea. A non-mown meadow treatment supported the highest earthworm density and species richness, while the values were lowest in the mown meadow, where earthworm total mass was also at its lowest. In a grass seed mixture of intermediate density and richness, the mowing had no measurable effect on the earthworm community. Topsoil carbon, nitrogen and soluble phosphorus concentrations showed a typical gradient for noninverted soils, with the highest concentrations in the 0-2.5 cm layer. The two uppermost soil layers (to 5 cm depth) had higher soluble phosphorus content under grass than under meadow seed mixture. Abundance of natural enemies of pests was not significantly different between the treatments, but for carabids there was a marginally significant positive response to mowing. Bumblebee species richness and the abundance of bumblebees and honeybees were highest in the mown meadow seed mixture plots. Butterfly species richness was marginally significantly higher in mown than in non-mown treatments in both seed mixtures. The results showed the potential of set-asides to promote both aboveground and belowground biodiversity through increased plant diversity.",TRUE,TRUE,TRUE
475,"An ecological networks approach reveals restored native vegetation benefits wild bees in agroecosystems","Conservation of species that rely on mutualistic partners such as pollinators are often better studied using interaction networks and indicators of ecological functions. We used a novel systems-ecology approach using network analysis and bee morphological traits to investigate ecological structure and bee body condition in the context of a conservation practice known as prairie strips established within row-crop fields compared to unrestored field margins. We found the increased flower resources in prairie strips produced a network supporting higher bee abundance and a greater chance for bee-mediated plant pollination. Some, but not all, bee groups showed improved body condition at prairie strip sites with variation due to taxonomic group, foraging preferences, and body size. This study supports a growing body of literature on the utility of network analysis in more broadly assessing the effect of conservation practices on ecological communities.","10.1016/j.biocon.2023.110300","Borchardt, Kate E. (kateborc@iastate.edu) and Kadelka, Claus and Schulte, Lisa A. and Toth, Amy L.",2023,"BIOLOGICAL CONSERVATION","An ecological networks approach reveals restored native vegetation benefits wild bees in agroecosystems Conservation of species that rely on mutualistic partners such as pollinators are often better studied using interaction networks and indicators of ecological functions. We used a novel systems-ecology approach using network analysis and bee morphological traits to investigate ecological structure and bee body condition in the context of a conservation practice known as prairie strips established within row-crop fields compared to unrestored field margins. We found the increased flower resources in prairie strips produced a network supporting higher bee abundance and a greater chance for bee-mediated plant pollination. Some, but not all, bee groups showed improved body condition at prairie strip sites with variation due to taxonomic group, foraging preferences, and body size. This study supports a growing body of literature on the utility of network analysis in more broadly assessing the effect of conservation practices on ecological communities.",TRUE,TRUE,TRUE
451,"Annual wildflower strips as a tool for enhancing functional biodiversity in rye fields in an organic cultivation system","Ecological intensification of agriculture (e.g., with the use of wildflower strips) is being currently discussed as a mean for gaining high yields, preserving high biodiversity of farmland. The aim of this study was to assess the efficiency of annual wildflower strips (WFSs) established in rye field (RF) in (1) increasing species richness and abundance in terms of beneficial arthropod groups (carabids, ground spiders, plant spiders, butterflies, insect pollinators and plant-dwelling insect predators), (2) decreasing the abundance of insect pests, (3) decreasing damages of the crop, and (4) increasing the yield. The field survey was carried out in 2019, in two WFSs and in the adjacent crop field at the distances of 3, 9, 21 and 45 m. The study was not skewed by pesticide use as it was carried out on an organic farm. Mean ""site"" species numbers (alpha-diversity) and the abundance of most groups were found to be significantly higher in WFSs than in RF. A negative relationship was found in most groups between distance from WFSs and species numbers and abundance. The mean total abundance of all observed pest insects was positively related to distance from WFSs and increased by 83% at distances between 3 and 45 m from WFSs. There was a negative exponential relationship between aphid abundance and total predator abundance, which suggests a mechanism reducing aphid abundance resulting from high levels of predator abundance in the nearby WFSs. The study shows that annual WFSs can be an efficient measure for enhancing cropland biodiversity and should be taken into account in agri-environmental schemes in the Common Agricultural Policy after 2020.","10.3390/agronomy10111696","Kujawa, K and Bernacki, Z and Kowalska, J and Kujawa, A and Oleszczuk, M and Sienkiewicz, P and Sobczyk, D",2020,"AGRONOMY","Annual wildflower strips as a tool for enhancing functional biodiversity in rye fields in an organic cultivation system Ecological intensification of agriculture (e.g., with the use of wildflower strips) is being currently discussed as a mean for gaining high yields, preserving high biodiversity of farmland. The aim of this study was to assess the efficiency of annual wildflower strips (WFSs) established in rye field (RF) in (1) increasing species richness and abundance in terms of beneficial arthropod groups (carabids, ground spiders, plant spiders, butterflies, insect pollinators and plant-dwelling insect predators), (2) decreasing the abundance of insect pests, (3) decreasing damages of the crop, and (4) increasing the yield. The field survey was carried out in 2019, in two WFSs and in the adjacent crop field at the distances of 3, 9, 21 and 45 m. The study was not skewed by pesticide use as it was carried out on an organic farm. Mean ""site"" species numbers (alpha-diversity) and the abundance of most groups were found to be significantly higher in WFSs than in RF. A negative relationship was found in most groups between distance from WFSs and species numbers and abundance. The mean total abundance of all observed pest insects was positively related to distance from WFSs and increased by 83% at distances between 3 and 45 m from WFSs. There was a negative exponential relationship between aphid abundance and total predator abundance, which suggests a mechanism reducing aphid abundance resulting from high levels of predator abundance in the nearby WFSs. The study shows that annual WFSs can be an efficient measure for enhancing cropland biodiversity and should be taken into account in agri-environmental schemes in the Common Agricultural Policy after 2020.",TRUE,TRUE,TRUE
106,"Establishing flower strips near agricultural fields with minimal weed management","Vegetation along field margins is an important component of agroecosystem biodiversity but also harbors problematic weeds. Establishing flower strips along these margins is a well-established method of increasing biodiversity and promoting ecosystem services. Key knowledge gaps are related to interactions between seeded plants and existing weeds. We conducted a two-site field experiment in 2022 and 2023 in NY State, USA to test how seed mix composition (monocots plus dicots vs. dicots only) and seeding density (four rates) modify flower strip establishment under weedy conditions. Measurements included seedbank density and diversity, aboveground density and diversity, biomass, cover, canopy height, density of plants in the flowering stage, and abundance of bees, ladybeetles, and spiders. We found that weeds emerging from the soil seedbank hampered flower strip establishment at both sites. The aboveground density of seeded species was highest when monocots plus dicots were seeded at the highest tested rates. Although seeded plants occurred at lower densities than non-seeded plants, they were larger than non-seeded plants in 2023. Mean seeded plant size (g per individual) in September 2023 was 6–54 g and mean non-seeded plant size was below 1 g in all treatments. The number of seeded dicots in the flowering stage tended to increase with seeding rate in 2023. Flower strips affected bee abundance, especially in sweep-net samples from August 2023 (P = 0.01). At the Ithaca site, control treatments averaged 0.0–0.3 bees while flower strip treatments averaged 1.3–4.7 bees. Overall, these results highlight the potential for flower strips to enhance biodiversity even under weedy conditions. They also suggest that farmers seeking to establish flower strips in weedy fields should use high densities of competitive species. © 2024 Elsevier B.V.","10.1016/j.agee.2024.109157","Westbrook, A S and Stup, R S and Morris, S H and Ugine, T A and Ditommaso, A",2024,"AGRICULTURE, ECOSYSTEMS AND ENVIRONMENT","Establishing flower strips near agricultural fields with minimal weed management Vegetation along field margins is an important component of agroecosystem biodiversity but also harbors problematic weeds. Establishing flower strips along these margins is a well-established method of increasing biodiversity and promoting ecosystem services. Key knowledge gaps are related to interactions between seeded plants and existing weeds. We conducted a two-site field experiment in 2022 and 2023 in NY State, USA to test how seed mix composition (monocots plus dicots vs. dicots only) and seeding density (four rates) modify flower strip establishment under weedy conditions. Measurements included seedbank density and diversity, aboveground density and diversity, biomass, cover, canopy height, density of plants in the flowering stage, and abundance of bees, ladybeetles, and spiders. We found that weeds emerging from the soil seedbank hampered flower strip establishment at both sites. The aboveground density of seeded species was highest when monocots plus dicots were seeded at the highest tested rates. Although seeded plants occurred at lower densities than non-seeded plants, they were larger than non-seeded plants in 2023. Mean seeded plant size (g per individual) in September 2023 was 6–54 g and mean non-seeded plant size was below 1 g in all treatments. The number of seeded dicots in the flowering stage tended to increase with seeding rate in 2023. Flower strips affected bee abundance, especially in sweep-net samples from August 2023 (P = 0.01). At the Ithaca site, control treatments averaged 0.0–0.3 bees while flower strip treatments averaged 1.3–4.7 bees. Overall, these results highlight the potential for flower strips to enhance biodiversity even under weedy conditions. They also suggest that farmers seeking to establish flower strips in weedy fields should use high densities of competitive species. © 2024 Elsevier B.V.",TRUE,TRUE,TRUE
385,"Small mammal use of field borders planted as beneficial insect habitat","Field borders established for wildlife conservation have been recognized as a possible venue for also promoting beneficial insect populations, such as parasitic wasps and pollinators, on agricultural lands. However, traditional fallow field borders lack nectar sources required to sustain beneficial insect communities, and their value to small mammals is not well-understood. In October-November 2009, we trapped small mammals in four field-border treatments (planted native, warm-season grasses and prairie flowers, planted prairie flowers only, fallow vegetation, and frequently mowed vegetation) replicated around nine organic crop fields, and developed closed-population models in Program MARK to estimate abundance in each border. We also measured vegetation cover within each border treatment from June to August 2009. We captured 491 individuals of two species, the hispid cotton rat (Sigmodon hispidus) and house mouse (Mus musculus). Cotton rat abundance was >= 2 times greater in grass and flower borders and flowers-only borders than in fallow borders, likely because of greater vegetation density and availability of preferred foods in planted borders. No cotton rats were captured in mowed borders, and house mouse abundance was >= 5 times lower in mowed borders than in other border types. Lower abundance of cotton rats and house mice in mowed borders emphasizes the importance of structurally complex non-crop vegetation for supporting small-mammal communities in agricultural landscapes. Field borders planted to promote beneficial insects may be a useful tool for maximizing the ecological services provided by non-crop vegetation. (C) 2012 The Wildlife Society.","10.1002/wsb.226","Moorman, Christopher E. (chris_moorman@ncsu.edu) and Plush, Charles J. and Orr, David B. and Reberg-Horton, Chris and Gardner, Beth",2013,"WILDLIFE SOCIETY BULLETIN","Small mammal use of field borders planted as beneficial insect habitat Field borders established for wildlife conservation have been recognized as a possible venue for also promoting beneficial insect populations, such as parasitic wasps and pollinators, on agricultural lands. However, traditional fallow field borders lack nectar sources required to sustain beneficial insect communities, and their value to small mammals is not well-understood. In October-November 2009, we trapped small mammals in four field-border treatments (planted native, warm-season grasses and prairie flowers, planted prairie flowers only, fallow vegetation, and frequently mowed vegetation) replicated around nine organic crop fields, and developed closed-population models in Program MARK to estimate abundance in each border. We also measured vegetation cover within each border treatment from June to August 2009. We captured 491 individuals of two species, the hispid cotton rat (Sigmodon hispidus) and house mouse (Mus musculus). Cotton rat abundance was >= 2 times greater in grass and flower borders and flowers-only borders than in fallow borders, likely because of greater vegetation density and availability of preferred foods in planted borders. No cotton rats were captured in mowed borders, and house mouse abundance was >= 5 times lower in mowed borders than in other border types. Lower abundance of cotton rats and house mice in mowed borders emphasizes the importance of structurally complex non-crop vegetation for supporting small-mammal communities in agricultural landscapes. Field borders planted to promote beneficial insects may be a useful tool for maximizing the ecological services provided by non-crop vegetation. (C) 2012 The Wildlife Society.",TRUE,TRUE,TRUE
1140,"Microsegregation in maize cropping- a chance to improve farmland biodiversity","The need to preserve and enhance biodiversity in agricultural landscapes is widely accepted. In the case of maize, there is achance to combine production and biodiversity in the same field by microsegregation: wildflowers are sown between the future maize rows after harvest of the last main crop. These wildflower strips provide flowers and vegetation structure within fields and favour biodiversity without losing production area. The system is based on reliable cropping techniques such as strip-till, underground fertilization and band spraying, allowing the poor habitat quality of conventional maize caused by late soil tillage and lack of vegetation structure to be overcome. Field trials at two sites in Germany were conducted, testing the agricultural feasibility, ecological efficiency and yield impacts. The results show the successful establishment of the wildflower strips between the maize rows. Flowering diversity was up to eight times higher than in conventional maize crop stands. Positive implications for pollinators and ground beetles could be proved. The habitat quality for the skylark could be improved by a factor of2-3, to nearly normal reproduction of the population. Ayield reduction of at least 30% was observed. Further investigations will address this yield gap. Furthermore, the management of spontaneous weeds needs further improvement.","10.1007/s10343-019-00457-7","von Redwitz, C and Glemnitz, M and Hoffmann, J and Brose, R and Verch, G and Barkusky, D and Saure, C and Berger, G and Bellingrath-Kimura, S",2019,"GESUNDE PFLANZEN","Microsegregation in maize cropping- a chance to improve farmland biodiversity The need to preserve and enhance biodiversity in agricultural landscapes is widely accepted. In the case of maize, there is achance to combine production and biodiversity in the same field by microsegregation: wildflowers are sown between the future maize rows after harvest of the last main crop. These wildflower strips provide flowers and vegetation structure within fields and favour biodiversity without losing production area. The system is based on reliable cropping techniques such as strip-till, underground fertilization and band spraying, allowing the poor habitat quality of conventional maize caused by late soil tillage and lack of vegetation structure to be overcome. Field trials at two sites in Germany were conducted, testing the agricultural feasibility, ecological efficiency and yield impacts. The results show the successful establishment of the wildflower strips between the maize rows. Flowering diversity was up to eight times higher than in conventional maize crop stands. Positive implications for pollinators and ground beetles could be proved. The habitat quality for the skylark could be improved by a factor of2-3, to nearly normal reproduction of the population. Ayield reduction of at least 30% was observed. Further investigations will address this yield gap. Furthermore, the management of spontaneous weeds needs further improvement.",TRUE,TRUE,TRUE
107,"Flowering plants in open tomato greenhouses enhance pest suppression in conventional systems and reveal resource saturation for natural enemies in organic systems","Vegetable production in open greenhouses is often associated with high inputs of synthetic pesticides. Introducing flowering plants into such greenhouses may promote the top-down pest suppression by natural enemies and reduce the reliance on pesticide use. However, it is not known how effective this practice is in organically and conventionally managed greenhouse crops. We assessed the influence of introducing flowering plants into open greenhouses with organically and conventionally managed tomato crops on the abundance of pests, natural enemies (NE), pollinators, and crop yield. We monitored tomato crops during two years in two greenhouses at four organic farms and four conventional farms that used integrated pest management (IPM). On each farm one greenhouse contained flower islands of basil (Ocimum bacilicum), marigold (Tagetes patula) and alyssum (Lobularia maritima), and the other greenhouse served as a control. Organic farms had yields comparable to conventional farms, a lower abundance of pests, less pest injury, and a higher abundance of NE. The cumulative pest: NE ratio was 9 for organic and 38 for conventional management. The effect of introducing flowering plants on arthropods depended significantly on the type of farm management. Conventionally managed tomato crops in greenhouses with seven flower islands per 100 m2 had 18% lower pest abundance compared to the control greenhouses without flowers, while flower islands did not significantly influence arthropod abundances in organically managed tomato crops. Tomato plants had a higher abundance of pests than the three introduced plant species in conventionally managed greenhouses, while marigold had a higher abundance of pests than tomato in organically managed greenhouses. Alyssum supported a relatively low pest abundance and high abundance of NE and pollinators. Our findings indicate that NE in IPM-conventionally managed greenhouses can benefit from resources provided by flowering plants, resulting in reduced pest abundance, while in organically managed greenhouses the conditions are already favourable for the suppression of pests and addition of floral resources does not further improve the effectiveness of NE. This finding highlights the potential of agroecological and organic management to reduce the reliance on synthetic pesticides without yield reduction.","10.1016/j.agee.2023.108389","Scarlato, M. (mscarlato@fagro.edu.uy) and Bao, L. and Rossing, W.A.H. and Dogliotti, S. and Bertoni, P. and Bianchi, F.J.J.A.",2023,"AGRICULTURE ECOSYSTEMS & ENVIRONMENT","Flowering plants in open tomato greenhouses enhance pest suppression in conventional systems and reveal resource saturation for natural enemies in organic systems Vegetable production in open greenhouses is often associated with high inputs of synthetic pesticides. Introducing flowering plants into such greenhouses may promote the top-down pest suppression by natural enemies and reduce the reliance on pesticide use. However, it is not known how effective this practice is in organically and conventionally managed greenhouse crops. We assessed the influence of introducing flowering plants into open greenhouses with organically and conventionally managed tomato crops on the abundance of pests, natural enemies (NE), pollinators, and crop yield. We monitored tomato crops during two years in two greenhouses at four organic farms and four conventional farms that used integrated pest management (IPM). On each farm one greenhouse contained flower islands of basil (Ocimum bacilicum), marigold (Tagetes patula) and alyssum (Lobularia maritima), and the other greenhouse served as a control. Organic farms had yields comparable to conventional farms, a lower abundance of pests, less pest injury, and a higher abundance of NE. The cumulative pest: NE ratio was 9 for organic and 38 for conventional management. The effect of introducing flowering plants on arthropods depended significantly on the type of farm management. Conventionally managed tomato crops in greenhouses with seven flower islands per 100 m2 had 18% lower pest abundance compared to the control greenhouses without flowers, while flower islands did not significantly influence arthropod abundances in organically managed tomato crops. Tomato plants had a higher abundance of pests than the three introduced plant species in conventionally managed greenhouses, while marigold had a higher abundance of pests than tomato in organically managed greenhouses. Alyssum supported a relatively low pest abundance and high abundance of NE and pollinators. Our findings indicate that NE in IPM-conventionally managed greenhouses can benefit from resources provided by flowering plants, resulting in reduced pest abundance, while in organically managed greenhouses the conditions are already favourable for the suppression of pests and addition of floral resources does not further improve the effectiveness of NE. This finding highlights the potential of agroecological and organic management to reduce the reliance on synthetic pesticides without yield reduction.",TRUE,TRUE,TRUE
122,"How bees respond differently to field margins of shrubby and herbaceous plants in intensive agricultural crops of the mediterranean area","(1) Intensive agriculture has a high impact on pollinating insects, and conservation strategies targeting agricultural landscapes may greatly contribute to their maintenance. The aim of this work was to quantify the effect that the vegetation of crop margins, with either herbaceous or shrubby plants, had on the abundance and diversity of bees in comparison to non-restored margins. (2) The work was carried out in an area of intensive agriculture in southern Spain. Bees were monitored visually and using pan traps, and floral resources were quantified in crop margins for two years. (3) An increase in the abundance and diversity of wild bees in restored margins was registered, compared to non-restored margins. Significant differences in the structure of bee communities were found between shrubby and herbaceous margins. Apis mellifera and mining bees were found to be more polylectic than wild Apidae and Megachilidae. The abundance of A. mellifera and mining bees was correlated to the total floral resources, in particular, to those offered by the Boraginaceae and Brassicaceae; wild Apidae and Megachilidae were associated with the Lamiaceae. (4) This work emphasises the importance of floral diversity and shrubby plants for the maintenance of rich bee communities in Mediterranean agricultural landscapes.","10.3390/insects11010026","Antonio Sanchez, Juan (juana.sanchez23@carm.es) and Carrasco, Aline and La Spina, Michelangelo and Perez-Marcos, Maria and Javier Ortiz-Sanchez, F.",2020,"INSECTS","How bees respond differently to field margins of shrubby and herbaceous plants in intensive agricultural crops of the mediterranean area (1) Intensive agriculture has a high impact on pollinating insects, and conservation strategies targeting agricultural landscapes may greatly contribute to their maintenance. The aim of this work was to quantify the effect that the vegetation of crop margins, with either herbaceous or shrubby plants, had on the abundance and diversity of bees in comparison to non-restored margins. (2) The work was carried out in an area of intensive agriculture in southern Spain. Bees were monitored visually and using pan traps, and floral resources were quantified in crop margins for two years. (3) An increase in the abundance and diversity of wild bees in restored margins was registered, compared to non-restored margins. Significant differences in the structure of bee communities were found between shrubby and herbaceous margins. Apis mellifera and mining bees were found to be more polylectic than wild Apidae and Megachilidae. The abundance of A. mellifera and mining bees was correlated to the total floral resources, in particular, to those offered by the Boraginaceae and Brassicaceae; wild Apidae and Megachilidae were associated with the Lamiaceae. (4) This work emphasises the importance of floral diversity and shrubby plants for the maintenance of rich bee communities in Mediterranean agricultural landscapes.",TRUE,TRUE,TRUE
726,"Floral patches and their impact on pollinator attraction and yield production on <i>cucurbita maxima</i> var. Paine in central chile","In recent decades, it has been shown that pollination deficit can significantly affect crop production. Moreover, now it is known that the appropriate management of pollination can increase the quantity and quality of yields. Therefore, pollination appears to be a key component in modern agriculture. This study aimed to determine the impact of floral patch addition on the quality and quantity of Cucurbita maxima fruit production. To this end, we manually added a set of ornamental plant species to the edge of the crop and monitored the pollinator diversity and visit frequency, as well as the seed set and sugar content of the pumpkin yield, in treatment and control parcels. The results showed that there was a higher visit rate in the treated parcel. Only the sugar content, and not the seed set, was affected by the addition of ornamental species and the pollinator visit rate. These findings indicate that the addition of flowering plants can favor different components of the crop yield of this species, but future studies should sample on a broader spatial and temporal scale in order to certify the generalizability of our results.","10.3390/d13120608","Donoso, Santiago and Murua, Maureen (santiago.donoso@mayor.cl)",2021,"DIVERSITY-BASEL","Floral patches and their impact on pollinator attraction and yield production on <i>cucurbita maxima</i> var. Paine in central chile In recent decades, it has been shown that pollination deficit can significantly affect crop production. Moreover, now it is known that the appropriate management of pollination can increase the quantity and quality of yields. Therefore, pollination appears to be a key component in modern agriculture. This study aimed to determine the impact of floral patch addition on the quality and quantity of Cucurbita maxima fruit production. To this end, we manually added a set of ornamental plant species to the edge of the crop and monitored the pollinator diversity and visit frequency, as well as the seed set and sugar content of the pumpkin yield, in treatment and control parcels. The results showed that there was a higher visit rate in the treated parcel. Only the sugar content, and not the seed set, was affected by the addition of ornamental species and the pollinator visit rate. These findings indicate that the addition of flowering plants can favor different components of the crop yield of this species, but future studies should sample on a broader spatial and temporal scale in order to certify the generalizability of our results.",TRUE,TRUE,TRUE
2185,"The effect of agri-environment schemes on farmland bee populations","Over the past century there have been substantial declines in farmland biodiversity as a result of the intensification of agricultural practice. Concerns over these declines have led to the development of agri-environment schemes designed to mitigate the effects of intensive agriculture and to benefit biodiversity. Prior to commencing this thesis it was not clear if flower-rich, pollinator-focused agri-environment schemes had a population level impact on wild bees on farmland. Whilst previous work has shown that the creation of flower-rich habitat can provide suitable foraging resources for bumblebees, little was known about the impact of this management on bumblebee population sizes and even less on whether these resources were used by and benefited solitary bees. This thesis compares bee populations between farms with and without flower-rich, pollinator focused agri-environment schemes in Hampshire and West Sussex, UK. Using genetic techniques to estimate colony density, and hence population size, farms implementing targeted schemes had a significantly higher density of bumblebee nests for the four species studied (212 nests/km2 against 112 nests/km2). However, there was no difference in the species richness of bees between these different farm types. When assessing pollen use by solitary bees, flowering plants sown as part of pollinator-focused agri-environment schemes were not widely used, representing 27% of pollen foraging observations and 23% of pollen collected by volume. Only 35% of solitary bee species were found to use sown plants for pollen to a meaningful extent, with most pollen collected from plants persisting in the wider environment. The creation of flower-rich habitat significantly increased resource availability, but did not increase resource diversity. These results indicate that if diverse bee populations are to be maintained on farmland then agri-environment schemes must be developed that effectively increase the number of flowering plant species present at the farm scale.",NA,"Wood, Thomas James",2017,NA,"The effect of agri-environment schemes on farmland bee populations Over the past century there have been substantial declines in farmland biodiversity as a result of the intensification of agricultural practice. Concerns over these declines have led to the development of agri-environment schemes designed to mitigate the effects of intensive agriculture and to benefit biodiversity. Prior to commencing this thesis it was not clear if flower-rich, pollinator-focused agri-environment schemes had a population level impact on wild bees on farmland. Whilst previous work has shown that the creation of flower-rich habitat can provide suitable foraging resources for bumblebees, little was known about the impact of this management on bumblebee population sizes and even less on whether these resources were used by and benefited solitary bees. This thesis compares bee populations between farms with and without flower-rich, pollinator focused agri-environment schemes in Hampshire and West Sussex, UK. Using genetic techniques to estimate colony density, and hence population size, farms implementing targeted schemes had a significantly higher density of bumblebee nests for the four species studied (212 nests/km2 against 112 nests/km2). However, there was no difference in the species richness of bees between these different farm types. When assessing pollen use by solitary bees, flowering plants sown as part of pollinator-focused agri-environment schemes were not widely used, representing 27% of pollen foraging observations and 23% of pollen collected by volume. Only 35% of solitary bee species were found to use sown plants for pollen to a meaningful extent, with most pollen collected from plants persisting in the wider environment. The creation of flower-rich habitat significantly increased resource availability, but did not increase resource diversity. These results indicate that if diverse bee populations are to be maintained on farmland then agri-environment schemes must be developed that effectively increase the number of flowering plant species present at the farm scale.",TRUE,TRUE,TRUE
2257,"Supporting beneficial insects with wildflowers in gardens and vineyards","Land-use change and habitat destruction have reduced biodiversity to the extent that 60% of ecosystem services are considered degraded. Ecological habitat management aims to regulate ecological functions, including ecosystem services such as pest control and pollination. My research has focused on the planting of wildflowers as habitat management for beneficial insects in allotments, gardens and vineyards, as intensively managed, lesser-studied landscapes. The estimated 400,000 ha of UK gardens provide considerable potential pollinator habitat, although a commonly perceived barrier to wildlife gardening is lack of space. Using citizen science, I investigated the effectiveness of a small 4 m2 wildflower patch in recruiting beneficial insects, allocating participants to one of three treatment groups (two wildflower mixes and control) who sampled insects in their private gardens and allotments. Small wildflower patches provided resource-rich habitats, with different treatments attracting different taxa. To assess the ability of a wildflower to attract pollinators to a crop and increase pollination services, I introduced bee-friendly borage as a companion plant co-located with a strawberry plant. In this citizen science project, I found that strawberries companion planted with borage produced significantly more fruit, and fruit of higher aesthetic quality. Verification of the results of both citizen science projects allowed the analysis of effective sampling methods and possible bias in projects conducted in private urban spaces. UK agri-environmental schemes have yet to make vineyard-specific recommendations to support biodiversity in viticulture, despite it being one of the fastest-growing sectors of English agriculture. By conducting insect and floral surveys in a British vineyard, I tested five inter-row treatments (three wildflower mixes, natural regeneration, and mown grass) on their potential in supporting beneficial insects. Sown and spontaneous wildflowers significantly increased insect abundance and richness, with no loss of space for grapevines. I engaged directly with British viticulturists through a survey to understand current management practices and barriers to adopting wildlife-friendly approaches. The majority of respondents reported reliance on synthetic pesticides, having grass-only inter-row cover and frequent summer mowing. Based on the findings in my thesis, I encourage the establishment, management and restoration of floral plantings in vineyards, gardens and allotments. Wildflowers can attract beneficial insects in these environments, enhancing biodiversity, benefiting ecosystem services and contributing to a sustainable future of viticulture and urban agriculture.",NA,"Griffiths-Lee, Janine",2023,NA,"Supporting beneficial insects with wildflowers in gardens and vineyards Land-use change and habitat destruction have reduced biodiversity to the extent that 60% of ecosystem services are considered degraded. Ecological habitat management aims to regulate ecological functions, including ecosystem services such as pest control and pollination. My research has focused on the planting of wildflowers as habitat management for beneficial insects in allotments, gardens and vineyards, as intensively managed, lesser-studied landscapes. The estimated 400,000 ha of UK gardens provide considerable potential pollinator habitat, although a commonly perceived barrier to wildlife gardening is lack of space. Using citizen science, I investigated the effectiveness of a small 4 m2 wildflower patch in recruiting beneficial insects, allocating participants to one of three treatment groups (two wildflower mixes and control) who sampled insects in their private gardens and allotments. Small wildflower patches provided resource-rich habitats, with different treatments attracting different taxa. To assess the ability of a wildflower to attract pollinators to a crop and increase pollination services, I introduced bee-friendly borage as a companion plant co-located with a strawberry plant. In this citizen science project, I found that strawberries companion planted with borage produced significantly more fruit, and fruit of higher aesthetic quality. Verification of the results of both citizen science projects allowed the analysis of effective sampling methods and possible bias in projects conducted in private urban spaces. UK agri-environmental schemes have yet to make vineyard-specific recommendations to support biodiversity in viticulture, despite it being one of the fastest-growing sectors of English agriculture. By conducting insect and floral surveys in a British vineyard, I tested five inter-row treatments (three wildflower mixes, natural regeneration, and mown grass) on their potential in supporting beneficial insects. Sown and spontaneous wildflowers significantly increased insect abundance and richness, with no loss of space for grapevines. I engaged directly with British viticulturists through a survey to understand current management practices and barriers to adopting wildlife-friendly approaches. The majority of respondents reported reliance on synthetic pesticides, having grass-only inter-row cover and frequent summer mowing. Based on the findings in my thesis, I encourage the establishment, management and restoration of floral plantings in vineyards, gardens and allotments. Wildflowers can attract beneficial insects in these environments, enhancing biodiversity, benefiting ecosystem services and contributing to a sustainable future of viticulture and urban agriculture.",TRUE,TRUE,TRUE
