study_ID,author,year,title,doi,abstract,author_keywords,index_keywords,journal,volume,issue,start_page,end_page,document_type,publication_type,proceedings_title,platform,database,access,lit_type,art_type,gold_standard,asreview_prior,exported_notes_1,included,asreview_ranking,urban_study,retrieved?,extractor_1_name,extractor_1_complete,extractor_2_name,extractor_2_complete,exclusion_reason,other_exclusion_reason,Projects this is relevant to....
269,"Twardowski, Jacek Piotr (jacek.twardowski@upwr.edu.pl) and Gruss, Iwona and Hurej, Michal",2020,Does vegetation complexity within intensive agricultural landscape affect rove beetle (coleoptera: staphylinidae) assemblages?,10.1080/09583157.2019.1695101,"Increasing agricultural biodiversity can significantly affect many beneficial arthropods including rove beetles. They are important organisms in a wide range of habitats including agricultural and can be valuable agents in biological control. In this preliminary study we looked into how a floristically rich habitat for rove beetles functions in comparison to an adjacent maize crop which provides an unsuitable habitat for a majority of beneficial organisms. We assumed that the sowing of plant mixture might add to the richness of species and produce an abundance of rove beetles, and therefore increase their role in biological pest control. Beetles were trapped over two vegetation seasons in the experiment performed in Poland in 2013??足2014. Individuals were identified to species level and classified according to their trophic group. In general, a more botanically diverse habitat resulted in more species rich beetle populations. A significantly greater number of species and individuals of beetles occurred in the plant mixture in comparison to the maize crop. The abundance and species richness increased after one year in both treatments. This might suggest that the positive effect of a more diverse habitat carries over into subsequent vegetation seasons. The species similarity coefficient indicates periodic migration of beetles from the plant mixture to maize crop. Considering trophic preferences, significantly more predators and fungivores occurred in more diverse habitats, while more parasitoids occurred in the maize crop. In conclusion, mixtures of flowering plants can increase rove beetle assemblages in arable crops. ?? 2019, ?? 2019 Informa UK Limited, trading as Taylor & Francis Group.",Staphylinidae [Farming and agriculture / Intensive agriculture / ] and [Chemoreception / Olfaction / ] [Food plants / Maize / ] [Migration /  / and ] [Community structure /  / ] [Cultivated land habitat / Agricultural and land / ] [Physical factors / Season / ] [Poland / Pagow / ].,Poland [Central Europe]; Arthropoda; Coleoptera; Magnoliophyta; Staphylinidae; Zea mays; agricultural land; beetle; biocontrol agent; intensive agriculture; maize; sowing; species richness; trophic status; vegetation type,BIOCONTROL SCIENCE AND TECHNOLOGY,30,2,116,131,Article,J,Wroclaw University of Environmental & Life Sciences,Scopus,CC,UoR,peerreviewed,primary,FALSE,0,NA,1,149,FALSE,Y,NA,NA,NA,NA,NA,NA,NA
326,"Gonzalez, Ezequiel and Strobl, Martin and Jansta, Petr and Hovorka, Tomas and Kadlec, Tomas and Knapp, Michal (knapp@fzp.czu.cz)",2022,Artificial temporary non-crop habitats support parasitoids on arable land,10.1016/j.biocon.2021.109409,"Non-crop habitats are important to support biodiversity and ecosystem services in agricultural landscapes. Whereas perennial and managed non-crop habitats have known benefits, temporary non-crop patches within arable fields (field defects) have been poorly studied. We created artificial field defects (unsown patches) in oilseed rape (Brassica napus L.) fields and evaluated their effects on parasitoid assemblages at two crop growth stages. Moreover, we compared unmanaged patches with those sown with flowering plants (Onobrychis vicifolia) and crop controls and analyzed the influence of position within the field (edge or interior), and total flower availability. Altogether, we found almost 200 morphospecies of hymenopteran parasitoids (140 in unsown patches, 147 in Onobrychis patches, and 81 in controls), including important enemies of crop pests. Species richness and abundance were higher on both types of unsown patches than in controls but were not affected by Onobrychis sowing. The differences between unsown patches and controls were larger during oilseed ripening, suggesting that these temporary habitats can offer important resources during crop senescence. Parasitoid species composition differed between controls and unsown patches, indicating that species not linked to the crop could also benefit from these habitats. Finally, unsown patches with higher flower availability supported higher species richness, total abundance, and abundance of three key species during OSR flowering. Thus, newly created unmanaged habitats have the potential to increase biodiversity despite their small size, although increasing flower resources can boost their benefits. Unsown patches can be easily created by switching-off sowing, facilitating their adoption by farmers. Future studies on pest control levels and comparisons with other agri-enviromental schemes would help to elucidate the cost-benefit of unsown patches.",Hymenoptera [Community structure /  / ] [Population dynamics / Abundance and / ] [Cultivated land habitat / Artificial temporary non-crop habitats / and ] [Czechia / North / ].,WINTER OILSEED RAPE; CARABID BEETLE COMMUNITIES; and CEUTORHYNCHUS-ASSIMILIS; FLOWER ATTRACTIVENESS; TRICHOMALUS-PERFECTUS; and LANDSCAPE COMPOSITION; WILDFLOWER STRIPS; BIODIVERSITY; PEST; CROP,BIOLOGICAL CONSERVATION,265,NA,NA,NA,Article,J,Czech University of Life Sciences Prague; Consejo Nacional de and Investigaciones Cientificas y Tecnicas (CONICET); Czech University of and Life Sciences Prague,WoS,CC,UoR,peerreviewed,primary,FALSE,0,NA,1,151,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
86,"Ndakidemi, Baltazar J. (noebien@gmail.com) and Mbega, Ernest R. and Ndakidemi, Patrick A. and Belmain, Steven R. and Arnold, Sarah E.J. and Woolley, Victoria C. and Stevenson, Philip C.",2022,Plant-rich field margins influence natural predators of aphids more than intercropping in common bean,10.3390/insects13070569,"Simple Summary Field margin plants are important in providing resources for natural enemies (NEs) and improving biological control of crop pests. However, the use of field margin plants for biological control particularly of important common bean pests is understudied in smallholder farming systems of sub-Saharan Africa (SSA). We evaluated the potential of field margin plants with respect to intercropping systems in common bean fields to enhance the population of NEs of common bean pests. We observed a high assemblage of important NEs of common bean pests for some insect taxa with minimal impact of intercropping on NEs. Field margin plants could be managed to provide a wide range of resources to NEs and therefore biological control of common bean pests. Field margins support important ecosystem services including natural pest regulation. We investigated the influence of field margins on the spatial and temporal distribution of natural enemies (NEs) of bean pests in smallholder farming systems. We sampled NEs from high and low plant diversity bean fields using sweep netting and coloured sticky traps, comparing monocropped and intercropped farms. NEs collected from within crops included predatory bugs, lacewings, predatory flies, parasitic flies, parasitic wasps, lady beetles, and a range of other predatory beetles; with the most dominant group being parasitic wasps. Overall, high plant diversity fields had a higher number of NEs than low-diversity fields, regardless of sampling methods. The field margin had a significantly higher number of lacewings, parasitic wasps, predatory bugs, syrphid flies, and other predatory beetles relative to the crop, but beneficial insects were collected throughout the fields. However, we observed marginally higher populations of NEs in intercropping than in monocropping although the effect was not significant in both low and high plant diversity fields. We recommend smallholder farmers protect the field margins for the added benefit of natural pest regulation in their fields.","Aphis fabae [Biological control /  / ] [ /  / ] [Farming and agriculture and / Intercropping / biocontrol by natural enemies] [Coleopteran parasites and / Coccinellidae / ] [Dipteran parasites / Tachinidae / ] [Hymenopteran and parasites / Braconidae / ] [ / Ichneumonidae / ] [Plant hosts / and Phaseolus vulgaris / ] [ / Zea mays / ] [Insect predators / Asilidae and (Diptera) / ] [ / Carabidae (Coleoptera) / ] [ / Chrysopidae and (Neuroptera) / ] [ / Dolichopodidae (Diptera) / ] [ / Lycidae and (Coleoptera) / ] [ / Pentatomidae (Hemiptera) / ] [ / Reduviidae and (Hemiptera) / ] [ / Staphylinidae (Coleoptera) / ] [ / Syrphinae and (Diptera) / ] [Cultivated land habitat / Bean monocropped & intercropped and fields / ] [Tanzania / Kilimanjaro Region, Hai District, Kwa Sadala and Village / ]. and Asilidae; Carabidae; Chrysopidae; Dolichopodidae; Lycidae; Pentatomidae; and Reduviidae; Staphylinidae; Syrphinae [Biological control /  / ] [Insect and prey / Aphis fabae (Hemiptera) / ] [Life cycle / Life history / ] and [Species diversity /  / ] [Population size / Abundance / ] [Distribution and within habitat / Spatial & temporal distribution / ]. and Braconidae; Coccinellidae; Ichneumonidae; Tachinidae [Biological control and /  / ] [Hemipteran hosts / Aphis fabae / ] [Species diversity /  / ] and [Population size / Abundance / ] [Distribution within habitat / Spatial and & temporal distribution / ].",BIOLOGICAL-CONTROL; HABITAT MANAGEMENT; INSECT ABUNDANCE; ENEMIES; and PESTS; BIODIVERSITY; HYMENOPTERA; POPULATION; ENHANCE; FOOD,INSECTS,13,7,NA,NA,Article,J,"Nelson Mandela African Institution of Science & Technology; University and of Greenwich; Royal Botanic Gardens, Kew",Scopus,CC,UoR,peerreviewed,primary,FALSE,0,NA,1,152,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
439,"Hyvonen, Terho (terho.hyvonen@luke.fi) and Huusela, Erja and Kuussaari, Mikko and Niemi, Mari and Uusitalo, Risto and Nuutinen, Visa",2021,Aboveground and belowground biodiversity responses to seed mixtures and mowing in a long-term set-aside experiment,10.1016/j.agee.2021.107656,"Set-asides sown to wildflowers are introduced to promote agrobiodiversity. Often, sown seed mixtures have been used to enhance aboveground biodiversity while belowground biodiversity has received less attention. We studied in a 15-year-old set-aside experiment, the impact of seed mixtures (grass vs. meadow) and mowing (mown vs. unmown) on the abundance and diversity of plants, two aboveground invertebrate groups (pollinators and natural enemies of pest species) and one key belowground group, earthworms. We also studied the treatment effects on selected soil chemical properties. In general, a sown meadow seed mixture mostly benefitted aboveground biodiversity, whereas the impacts of late-season mowing were most discernible for earthworms. Plant species richness or coverage did not differ between seed mixtures, but plant coverage showed a positive response to mowing, while the impact on species richness was minor. The meadow seed mixture was dominated by Centaurea jacea. A non-mown meadow treatment supported the highest earthworm density and species richness, while the values were lowest in the mown meadow, where earthworm total mass was also at its lowest. In a grass seed mixture of intermediate density and richness, the mowing had no measurable effect on the earthworm community. Topsoil carbon, nitrogen and soluble phosphorus concentrations showed a typical gradient for noninverted soils, with the highest concentrations in the 0-2.5 cm layer. The two uppermost soil layers (to 5 cm depth) had higher soluble phosphorus content under grass than under meadow seed mixture. Abundance of natural enemies of pests was not significantly different between the treatments, but for carabids there was a marginally significant positive response to mowing. Bumblebee species richness and the abundance of bumblebees and honeybees were highest in the mown meadow seed mixture plots. Butterfly species richness was marginally significantly higher in mown than in non-mown treatments in both seed mixtures. The results showed the potential of set-asides to promote both aboveground and belowground biodiversity through increased plant diversity.",Invertebrata [Community structure / Biodiversity / ] [Population density and / Abundance / ] [Soil habitat /  / ].,SOWN WILDFLOWER STRIPS; SPECIES RICHNESS; EARTHWORM COMMUNITIES; and ORGANIC-MATTER; FIELD MARGINS; SOIL BIOTA; PLANT; GRASSLAND; DIVERSITY; and MANAGEMENT,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,322,NA,NA,NA,Article,J,Natural Resources Institute Finland (Luke); Finnish Environment and Institute,WoS,CC,UoR,peerreviewed,primary,FALSE,0,NA,1,153,FALSE,Y,NA,NA,NA,NA,NA,NA,NA
475,"Borchardt, Kate E. (kateborc@iastate.edu) and Kadelka, Claus and Schulte, Lisa A. and Toth, Amy L.",2023,An ecological networks approach reveals restored native vegetation benefits wild bees in agroecosystems,10.1016/j.biocon.2023.110300,"Conservation of species that rely on mutualistic partners such as pollinators are often better studied using interaction networks and indicators of ecological functions. We used a novel systems-ecology approach using network analysis and bee morphological traits to investigate ecological structure and bee body condition in the context of a conservation practice known as prairie strips established within row-crop fields compared to unrestored field margins. We found the increased flower resources in prairie strips produced a network supporting higher bee abundance and a greater chance for bee-mediated plant pollination. Some, but not all, bee groups showed improved body condition at prairie strip sites with variation due to taxonomic group, foraging preferences, and body size. This study supports a growing body of literature on the utility of network analysis in more broadly assessing the effect of conservation practices on ecological communities.",Apoidea [Habitat management / Native vegetation restoration / ] [Size / and Body size / ] [Physiological condition / Body condition / ] [Foraging / and / ] [Pollination / Plant-pollinator network / ] [Plant hosts /  / ] and [Grassland / Prairie habitat / ] [Cultivated land habitat / and Agroecosystem / ] [Iowa /  / ].,FLUCTUATING ASYMMETRY; BUMBLE BEES; BODY-SIZE; POLLINATION NETWORK; WING and DAMAGE; HONEY-BEES; HYMENOPTERA; PERFORMANCE; DIVERSITY; SPECIALIZATION,BIOLOGICAL CONSERVATION,287,NA,NA,NA,Article,J,Iowa State University; Iowa State University; Iowa State University; and Iowa State University; Iowa State University,WoS,CC,UoR,peerreviewed,primary,FALSE,0,NA,1,154,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
451,"Kujawa, K and Bernacki, Z and Kowalska, J and Kujawa, A and Oleszczuk, M and Sienkiewicz, P and Sobczyk, D",2020,Annual wildflower strips as a tool for enhancing functional biodiversity in rye fields in an organic cultivation system,10.3390/agronomy10111696,"Ecological intensification of agriculture (e.g., with the use of wildflower strips) is being currently discussed as a mean for gaining high yields, preserving high biodiversity of farmland. The aim of this study was to assess the efficiency of annual wildflower strips (WFSs) established in rye field (RF) in (1) increasing species richness and abundance in terms of beneficial arthropod groups (carabids, ground spiders, plant spiders, butterflies, insect pollinators and plant-dwelling insect predators), (2) decreasing the abundance of insect pests, (3) decreasing damages of the crop, and (4) increasing the yield. The field survey was carried out in 2019, in two WFSs and in the adjacent crop field at the distances of 3, 9, 21 and 45 m. The study was not skewed by pesticide use as it was carried out on an organic farm. Mean ""site"" species numbers (alpha-diversity) and the abundance of most groups were found to be significantly higher in WFSs than in RF. A negative relationship was found in most groups between distance from WFSs and species numbers and abundance. The mean total abundance of all observed pest insects was positively related to distance from WFSs and increased by 83% at distances between 3 and 45 m from WFSs. There was a negative exponential relationship between aphid abundance and total predator abundance, which suggests a mechanism reducing aphid abundance resulting from high levels of predator abundance in the nearby WFSs. The study shows that annual WFSs can be an efficient measure for enhancing cropland biodiversity and should be taken into account in agri-environmental schemes in the Common Agricultural Policy after 2020.",ecological intensification; taxonomic diversity; life traits diversity; and pest control; pollinators,SUPPORT; INTENSIFICATION; ABUNDANCE; SERVICES; HABITAT,AGRONOMY,10,11,NA,NA,Article,J,Polish Academy of Sciences; Poznan University of Life Sciences,WoS,CC,UoR,peerreviewed,primary,FALSE,0,NA,1,155,FALSE,Y,NA,NA,NA,NA,NA,NA,NA
20,"Aschwanden, Janine and Holzgang, Otto and Jenni, Lukas",2007,Importance of ecological compensation areas for small mammals in intensively farmed areas,10.2981/0909-6396(2007)13[150:ioecaf]2.0.co;2,"Small mammals make up an important link in the food chain as many predator species feed on them. There are indications that small mammal populations in Europe are declining due to the intensification of agriculture. According to national legislation, farmers in Switzerland have to cultivate at least 7% of their land as ecological compensation areas and, thus, some alternative habitats that are possibly beneficial for small mammals have been created. In this study, we estimated the diversity and density of small mammals on two types of conventional farmland field types (artificial grassland and autumn-sown wheat) and three types of ecological compensation areas (wild-flower strips, herbaceous strips and low-intensity meadows) by use of capture-recapture in March, May and July 2003. The common vole Microtus arvalis was the most abundant and predominant species in all habitat types except in herbaceous strips, which harboured the highest diversity with six species caught. In March the density of small mammals was generally very low, but significantly higher in wild-flower (mainly due to common vole) and herbaceous strips than in the other habitat types. In wild-flower and herbaceous strips, densities increased strongly from March to May and in July. On autumn-sown wheat fields, a strong increase occurred only from May to July and was caused by common vole. On artificial grassland and low-intensity meadows, densities of small mammals (mainly common vole) increased only marginally with low-intensity meadows supporting slightly higher densities. Thus, habitats that were not mown each year supported the highest densities of small mammals. This demonstrates that ecological compensation areas, such as wild-flower and herbaceous strips, make up an important refuge for small mammals. They probably also have positive effects on populations of many predator species that depend on small mammals, particularly if a mosaic with mown surfaces is created.",NA,NA,WILDLIFE BIOLOGY,13,2,NA,NA,Article,J,NA,NA,ConservationEvidence,NA,grey,CE,TRUE,0,NA,1,156,FALSE,Y,NA,NA,NA,NA,NA,NA,NA
358,"Henriksen, CI and Langer, V",2013,Road verges and winter wheat fields as resources for wild bees in agricultural landscapes,10.1016/j.agee.2013.04.008,"The effects of farming system on plant density and flowering of dicotyledonous herb's of high value for bees were investigated in 14 organic and 14 conventional winter wheat fields and adjacent road verges. The organic and conventional winter wheat fields/road verges were paired based on the percentage of semi-natural habitats in the surrounding landscape at 1-km scale. Mean density of high value bee plants per Raunkiaer circle was significantly higher in organic winter wheat fields and their adjacent road verges than in their conventionally farmed counterparts. The effect of organic farming was even more pronounced on the flowering stage of high value bee plants, with 10-fold higher mean density of flowering plants in organic fields than in conventional fields and 1.9-fold higher in road verges bordering organic fields than in those bordering conventional fields. In summary, organic farming had a strong positive effect in both road verges and wheat fields on the density of high value bee plants. This was due to the absence of herbicides and to practices inherent to organic farming systems, such as the use of clover (a high value bee plant) as a green manure and fodder crop. (C) 2013 Elsevier B.V. All rights reserved.",Organic farming; Winter wheat; Road verge; Wild plants; Bumblebees; and Solitary bees,WEED FLORA; SPECIES COMPOSITION; CEREAL FIELDS; CROP EDGES; DIVERSITY; and VEGETATION; BIODIVERSITY; POLLINATORS; RICHNESS; DECLINES,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,173,NA,66,71,Article,J,University of Copenhagen,WoS,CC,UoR,peerreviewed,primary,FALSE,0,NA,1,157,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1803,"Gardiner, Tim and Edwards, Mike and Hill, Julian",2008,"Establishment of clover-rich field margins as a forage resource for bumblebees bombus spp. on romney marsh, kent, england",NA,"Arable field margins were established by natural regeneration or sowing with a legume seed mixture in 2001 on farmland at Romney Marsh in Kent. Establishment of bumblebee Bombus spp. forage plant species was monitored using frame quadrats from 2001-2004. Monitoring showed that the natural regeneration margins had low species richness of forage plants, and a sward dominated by creeping thistle Cirsium arvense or bristly ox-tongue Picris echioides, 'weed' species, which are unlikely to be favoured by the farmer or used extensively as forage plants by bumblebees. In the sown margins, the abundance of red clover Trifolium pratense and alsike clover T. hybridum was extremely high one year after margin establishment (almost 100% ground cover combined), but declined rapidly for T. hybridum two to three years after sowing. The subsequent invasion of the clover-dominated margins by perennial grass species in 2003 and 2004 suggests that legume swards may need to be re-sown every three years due to the poor persistence of Trifolium.","Bombus [Habitat management / Clover rich field margins establishment / ] and [Food plants / Trifolium / ] [Food availability /  / ] [Cultivated land and habitat /  / ] [England / Kent, Romney Marsh / ].",NA,CONSERVATION EVIDENCE,5,NA,NA,NA,Article,J,NA,WoS,ZR,UoR,peerreviewed,primary,FALSE,0,NA,1,158,FALSE,Y,NA,NA,NA,NA,NA,NA,NA
106,"Westbrook, A S and Stup, R S and Morris, S H and Ugine, T A and Ditommaso, A",2024,Establishing flower strips near agricultural fields with minimal weed management,10.1016/j.agee.2024.109157,"Vegetation along field margins is an important component of agroecosystem biodiversity but also harbors problematic weeds. Establishing flower strips along these margins is a well-established method of increasing biodiversity and promoting ecosystem services. Key knowledge gaps are related to interactions between seeded plants and existing weeds. We conducted a two-site field experiment in 2022 and 2023 in NY State, USA to test how seed mix composition (monocots plus dicots vs. dicots only) and seeding density (four rates) modify flower strip establishment under weedy conditions. Measurements included seedbank density and diversity, aboveground density and diversity, biomass, cover, canopy height, density of plants in the flowering stage, and abundance of bees, ladybeetles, and spiders. We found that weeds emerging from the soil seedbank hampered flower strip establishment at both sites. The aboveground density of seeded species was highest when monocots plus dicots were seeded at the highest tested rates. Although seeded plants occurred at lower densities than non-seeded plants, they were larger than non-seeded plants in 2023. Mean seeded plant size (g per individual) in September 2023 was 6??足54 g and mean non-seeded plant size was below 1 g in all treatments. The number of seeded dicots in the flowering stage tended to increase with seeding rate in 2023. Flower strips affected bee abundance, especially in sweep-net samples from August 2023 (P = 0.01). At the Ithaca site, control treatments averaged 0.0??足0.3 bees while flower strip treatments averaged 1.3??足4.7 bees. Overall, these results highlight the potential for flower strips to enhance biodiversity even under weedy conditions. They also suggest that farmers seeking to establish flower strips in weedy fields should use high densities of competitive species. ?? 2024 Elsevier B.V.",Agricultural biodiversity; Beneficial arthropods; Ecosystem services; and Pollinator planting; Sustainable agriculture; Weed ecology,Ithaca [New York]; New York [United States]; United States; agricultural ecosystem; bee; beetle; biodiversity; canopy architecture; ecosystem service; flower; flowering; plant-pollinator interaction; spider,"AGRICULTURE, ECOSYSTEMS AND ENVIRONMENT",374,NA,NA,NA,Article,J,Cornell University; Cornell University,Scopus,CC,UoR,peerreviewed,primary,FALSE,0,NA,1,159,FALSE,Y,NA,NA,NA,NA,NA,NA,NA
220,"Rocher, Leo (leo.rocher@imbe.fr) and Melloul, Emile and Blight, Olivier and Bischoff, Armin",2024,Effect of spontaneous vegetation on beneficial arthropods in mediterranean vineyards,10.1016/j.agee.2023.108740,"Habitat destruction and land use intensification are major causes of arthropod decline in agroecosystems. Arthropods are key organisms that are linked to many ecosystem functions and sustainability of agriculture. Using 37 vineyards in Southern France as a model system, we analysed which characteristics of spontaneous inter-row vegetation positively influence beneficial arthropods and pest insect predation. We specifically studied the effects of flower cover, grass cover, the ratio of perennials to annuals, plant species richness and extrafloral nectar on beneficial arthropod communities in vineyards. We used direct observation and net hunting to evaluate arthropod abundance. Sentinel cards with Lucilia sp. larvae were placed on grapevine plants to analyse caterpillar predation. We found that most groups of tested beneficial arthropods were positively influenced by flower cover and plant species richness. In particular, the abundance of predators such as ladybirds (adults and larvae) and crab spiders and the abundance of parasitic wasps were positively correlated to flower cover in vineyard inter-row vegetation. The abundance of ladybirds, hoverflies and crab spiders was also positively related to plant species richness. Our results demonstrated the importance of floral resources and plant diversity for beneficial arthropods and caterpillar predation confirming their key role in biological control of pest insects. ?? 2023 Elsevier B.V.",Arthropoda [Biological control /  / ] [Prey /  / ] [Pollination /  / ] and [Community structure /  / ] [Cultivated land habitat / Vineyard habitat and / ] [France / Luberon mountains / ].,CONSERVATION BIOLOGICAL-CONTROL; NATURAL ENEMY BIODIVERSITY; ECOSYSTEM and SERVICES; MANAGEMENT INTENSITY; EXTRAFLORAL NECTAR; FLOWERING PLANTS; and CRAB SPIDERS; PEST-CONTROL; LANDSCAPE; STRIPS,"AGRICULTURE, ECOSYSTEMS AND ENVIRONMENT",359,NA,NA,NA,Article,J,Avignon Universite; Aix-Marseille Universite; Institut de Recherche pour and le Developpement (IRD); Centre National de la Recherche Scientifique and (CNRS),Scopus,CC,UoR,peerreviewed,primary,FALSE,0,NA,1,160,FALSE,Y,NA,NA,NA,NA,NA,NA,NA
277,"Mader, Viktoria and Diehl, Eva and Fiedler, Daniela and Thorn, Simon and Wolters, Volkmar and Birkhofer, Klaus",2017,Trade-offs in arthropod conservation between productive and non-productive agri-environmental schemes along a landscape complexity gradient,10.1111/icad.12220,"1. Productive and non-productive agri-environmental schemes (AES) were developed to support farmland biodiversity. This study compares arthropod predators between productive (organic farming) and non-productive (sown flowering fields) AES along a landscape complexity gradient. 2. We compared species richness, community composition and community weighted mean body sizes of 12306 carabids and 4868 spiders in organically managed cereal fields and flowering fields along a landscape complexity gradient. These data were used to evaluate the conservation success of different AES types for a number of exclusive species, financial incentives and benefits for farmers. 3. Carabids only responded to the AES type and their communities had higher species richness in flowering fields. Spider species richness increased with landscape complexity. Community composition differed between AES types for all predator groups, with the composition of ground-dwelling spiders being additionally affected by landscape complexity. The mean body size of web-building spiders decreased with landscape complexity and the mean body size of female spiders was larger in flowering fields. 4. Both AES types can contribute to the conservation of predator communities. Species richness increased with non-productive AES. Agrobiont species occurred more frequently in productive AES. The overall number of exclusive predator species was lower in flowering fields. 5. We emphasise that there is an additive effect of establishing productive and non-productive AES within the landscape, and a diverse mosaic of different AES types holds the greatest potential to provide a large regional species pool of arthropod predators, while simultaneously guaranteeing financial benefits for farmers from production and subsidies.",Araneae; Carabidae [Conservation /  / ] [Size / Body size / ] [Community and structure /  / ] [Population density /  / ] [Cultivated land habitat / and / ] [Spatial environment / Landscape complexity / ].,WEB-BUILDING SPIDERS; LAND-USE; CARABID BEETLES; SPECIES TRAITS; and MANAGEMENT INTENSITY; BIODIVERSITY; DIVERSITY; HABITAT; SIZE; and COMMUNITIES,INSECT CONSERVATION AND DIVERSITY,10,3,236,247,Article,J,Justus Liebig University Giessen; University of Kiel; Leibniz Institut and fur die Padagogik der Naturwissenschaften und Mathematik an der and Universitat Kiel (IPN); University of Wurzburg; Lund University; and Brandenburg University of Technology Cottbus,WoS,CC,UoR,peerreviewed,primary,FALSE,0,NA,1,161,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Aurora Toennisson, T. and Klein, Johanna Tartan and Burrack, Hannah (tatoenni@ncsu.edu)",2019,Measuring the effect of non-crop flowering plants on natural enemies in organic tobacco,NA,"The use of ""insectary strips"" of sunflowers and buckwheat is widely promoted by organic certifiers to promote control of the green peach aphid (Myzus persicae) and other pests in organic tobacco. However, no published research supports this recommendation in tobacco, and results from other crops are mixed. We performed a series of experiments to test the effects of non-crop plantings of sunflowers and buckwheat on key pest and beneficial insects adjacent to organic tobacco fields in North Carolina. Although some reduction in M. persicae infestations and increases in numbers of beneficial insects were observed on tobacco plants near field-edge insectary treatments, these effects were small and were observed only over a short distance into the crop. Planting additional insectary strips in the field interior did not reduce aphid numbers in comparison to control treatments and led to increases in some pest insects. These conservation biological control techniques are unlikely to be a reliable method of controlling M. persicae and other pest insects in organic tobacco.",Aculeata [Hemipteran hosts / Myzus persicae / Host parasite and relationships]. and Coccinellidae; Syrphidae [Biological control /  / predator prey and relationships] [Farming and agriculture / Non-crop plantings / host and parasite relationships; prevalence] [Trapping / Sticky traps / ] [Insect and prey / Myzus persicae (Hemiptera) / ] [Plant hosts / Nicotiana tabacum / and ] [Species diversity /  / ] [Population density / Abundance / ] and [Cultivated land habitat / Organic tobacco fields / ] [North Carolina / and / ]. and Epitrix hirtipennis; Jalysus wickhami [Farming and agriculture / and Non-crop plantings / host parasite relationships; prevalence] [Trapping and / Sticky traps / ] [Plant hosts / Nicotiana tabacum / ] [Species and diversity /  / ] [Population density / Abundance / ] [Cultivated land and habitat / Organic tobacco fields / ] [North Carolina /  / ]. and Heliothis virescens [Farming and agriculture / Non-crop plantings / ] and [Food plants / Nicotiana tabacum / ] [Cultivated land habitat / Organic and tobacco fields / ] [North Carolina /  / ]. and Myzus persicae [Biological control /  / host parasite relationships] [ / and / predator prey relationships] [Farming and agriculture / Non-crop and plantings / prevalence] [Trapping / Sticky traps / ] [Hymenopteran and parasites / Aculeata / ] [Plant hosts / Nicotiana tabacum / ] [Species and diversity /  / ] [Population density / Abundance / ] [Insect predators / and Coccinellidae (Coleoptera) / ] [ / Syrphidae (Diptera) / ] [Cultivated and land habitat / Organic tobacco fields / ] [North Carolina /  / ].,NA,BIOLOGICAL CONTROL,137,NA,NA,NA,Article,J,NA,WoS,ZR,UoR,peerreviewed,primary,FALSE,0,NA,1,162,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
284,"Plush, CJ and Moorman, CE and Orr, DB and Reberg-Horton, C",2013,Overwintering sparrow use of field borders planted as beneficial insect habitat,10.1002/jwmg.436,"Field borders are an effective conservation strategy for providing habitat to overwintering sparrows, and may be a venue through which beneficial insect populations are promoted. However, traditional fallow field borders lack sufficient pollen and nectar sources required to sustain beneficial insect populations; therefore, borders planted to a mix of native prairie flowers and grasses may be needed if increases in beneficial insect populations are desired. Although the value of fallow borders to birds has been established, little is known about bird use of beneficial insect habitats. Using single-observer transect surveys, we compared overwintering sparrow densities among 4 field border treatments (planted native warm season grasses and prairie flowers, planted prairie flowers only, fallow, and mowed) replicated around 9 organic crop fields from November to March 20092010 and 20102011. Sparrow densities were 510 times lower in mowed borders than in other border treatments in 20092010 and 20102011, but did not differ among planted and fallow borders in either year. Planted field borders may be a useful conservation practice for providing habitat for both overwintering sparrows and beneficial insects. (c) 2012 The Wildlife Society.",beneficial insects; field borders; organic farming; sparrows; winter and habitat,GRASSLAND BIRDS; NEST DENSITY; CONSERVATION; VEGETATION; FOOD; and MANAGEMENT; LANDSCAPE; COVER; DIVERSITY; COMMUNITY,JOURNAL OF WILDLIFE MANAGEMENT,77,1,200,206,Article,J,North Carolina State University; North Carolina State University; North and Carolina State University,WoS,CC,UoR,peerreviewed,primary,FALSE,0,NA,1,163,FALSE,Y,NA,NA,NA,NA,NA,NA,NA
